flyer_name,product_name,unit_promo_price,uom,least_unit_for_promo,save_per_unit,discount,organic
week_14_page_4,Organic Green Kale,24.0,,2.0,0.5,,1
week_14_page_4,Organic Celery,24.0,,2.0,1.99,,1
week_14_page_4,Organic Red & Green Seedless Grapes,29.91,grapes can,1.0,1.0,0.00033433634236041456,1
week_14_page_4,Ground Sirloin or Round,,,1.0,,,0
week_14_page_4,Organic strawberries,,,1.0,,,1
week_14_page_4,Organic Yellow Bell Peppers,25.0,,2.0,1.49,0.0596,1
week_14_page_4,Double Crusted Chicken Pot Pies,2.0,,1.0,2.0,1.8188448698116313e-06,0
week_14_page_4,Ground Sirloin or Round,1.0,,1.0,2.0,0.002002002002002002,0
week_14_page_4,Scottish Salmon,,,2112.982,,,0
week_14_page_4,Frozen Fries,,,1.0,,,0
week_14_page_4,Non-Fat Greek Yogurt,,,1.0,,,0
week_14_page_4,Real Blue Crab Dips,2.1,,2.0,0.99,,0
week_14_page_4,10-Pack Mini Cookies,,,1.0,,,0
week_15_page_1,Egg Rolls & Spring Rolls,,,1.0,,,0
week_15_page_1,Organic strawberries,,,1.0,,,1
week_15_page_1,Alaska Salmon FIllet,,,1.0,6.0,,0
week_15_page_1,Wensleydale with Blueberries,3.99,,1.0,2.0,0.005012531328320803,0
week_15_page_1,Non-Fat Greek Yogurt,,,1.0,,,0
week_15_page_1,Fresh Mozzarella,,,1.0,,,0
week_15_page_1,Omega 3,3.12,,3.0,0.99,,0
week_15_page_1,cupcakes,1.0,,2.0,13.49,,1
week_15_page_1,Organic Pumpkin Spiced Cider,,,1.0,,,1
week_15_page_1,Wensleydale with Blueberries,,,1.0,,,0
week_15_page_1,New York Strips,,,1.0,,,0
week_15_page_2,Free Range Large Brown Eggs,,,1.0,,,0
week_15_page_2,Flour,,,1.0,,,0
week_15_page_2,Cake Slices,3.0,,1.0,299.8,,0
week_15_page_2,Maple Cream Cake,9.99,4 inch,1.0,1.0,0.001001001001001001,0
week_15_page_2,Chardonnay or Cabernet,12.99,,1.0,3.0,,0
week_15_page_2,Flesh & Blood IPA or Punkin Ale,12.99,,1.0,2.0,,0
week_15_page_2,Bone-In Pork Chops,,,1.0,,,0
week_15_page_2,Sangiovese Riserva DOCG,9.99,,1.0,4.0,,0
week_15_page_2,Non-Dairy Ice Cream,49938.5,and dairy freevalen non-gmo$499indulge3 oz,1.0,0.5,,0
week_15_page_2,Kid's Smoothies,25.0,,2.0,0.5,,1
week_15_page_2,10-Pack Mini Cookies,3.49,,1.0,1.0,0.0028653295128939827,0
week_15_page_2,Organic strawberries,,,1.0,,,1
week_15_page_2,Fresh Mozzarella,,,1.0,,,0
week_15_page_2,Broccoli & Cranberry Salad,5.99,,1.0,2.0,0.00333889816360601,0
week_15_page_2,Made-In-House Chicken Kabobs,,,1.0,,,0
week_15_page_2,"Boneless, Skinless Chicken Breast",,,1.0,,,0
week_15_page_2,Whole Chicken,,,1.0,,,1
week_15_page_2,Organic Soup Cups,5.99,,1.0,,,1
week_15_page_2,Kale Caesar Salad,,,1.0,,,1
week_15_page_2,Ground Sirloin or Round,9.99,,1.0,2.0,0.002002002002002002,0
week_15_page_2,Bone-In Pork Chops,,,1.0,,,0
week_15_page_2,All Day Session IPA,,,1.0,,,0
week_15_page_2,Made-In-House Chicken Kabobs,,,1.0,,,0
week_15_page_2,Organic strawberries,,,1.0,,,1
week_15_page_3,Curcumin Complete: The Joint Solution,29.99,1 pack,1.0,10.0,0.05333444481493831,0
week_15_page_3,Nutritional Bars,,,1.0,,,0
week_15_page_3,"Chardonnay, Cabernet, or Sauvignon Blanc",1.0,,1.0,1.0,,1
week_15_page_3,Beans,,,1.0,,,0
week_15_page_3,Cookies,,,1.0,,,0
week_15_page_3,Organic strawberries,,,1.0,,,1
week_15_page_3,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_15_page_3,Tortilla Chips,,,1.0,,,0
week_15_page_3,Free Range Large Brown Eggs,,,1.0,,,0
week_15_page_3,Organic Tea,,,1.0,,,0
week_15_page_3,Salsa and Guacamole,,,1.0,,,0
week_15_page_3,Organic Cereal,26.0,,2.0,1.99,,1
week_15_page_3,Seasoned Half Chickens,,half gallon,1.0,,,0
week_15_page_3,Organic Cereal,,,1.0,,,1
week_15_page_3,Garden Herb & Old Fashioned Potato Salad,,,1.0,,,0
week_15_page_3,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_15_page_3,Free Range Large Brown Eggs,,,1.0,,,0
week_15_page_3,Salad,,,1.0,,,0
week_15_page_4,Bone-In Pork Chops,,,1.0,,,0
week_15_page_4,Ground Sirloin or Round,,,1.0,,,0
week_15_page_4,Organic Squash,19.91,,1.0,0.5,0.00025113008538422905,1
week_15_page_4,"Organic Bartlett, Bosc, & Red Pears",0.5,,1.0,1.0,0.006711409395973154,1
week_15_page_4,Organic Sweet Potatoes,6.99,,1.0,0.5,0.002512562814070352,1
week_15_page_4,Made-In-House Chicken Kabobs,,,1.0,,,0
week_15_page_4,Holiday Grapes,2.99,,1.0,1.0,,0
week_15_page_4,Fresh Mozzarella,,,1.0,,,0
week_15_page_4,Organic Celery,,,2.0,1.99,,1
week_15_page_4,"Pinot Grigio, Rose, or Sparkling Wine",2.0,,1.0,3.0,1.22453477882861e-05,0
week_15_page_4,Natural Hamburger & Hot Dog Buns,,,1.0,,,0
week_15_page_4,Alaska Cod Fillets,6.99,,1.0,5.0,0.0071530758226037204,0
week_15_page_4,Crab Stuffed Mushrooms,,,1.0,,,0
week_15_page_4,Filet Mignon,159.91,,1.0,3.0,,0
week_15_page_4,Non-Fat Greek Yogurt,,,1.0,,,0
week_16_page_1,Le petite Fromage,,,1.0,,,0
week_16_page_1,Kid's Wheat & White Loaf Bread,,,1.0,,,0
week_16_page_1,"Grass Fed Yougurt, & Cheese",,,1.0,,,0
week_16_page_1,Filet Mignon,5.0,,3.99,4.99,,0
week_16_page_1,Wensleydale with Blueberries,,,1.0,,,0
week_16_page_2,Flour,,,1.0,,,0
week_16_page_2,Fresh Hop,21.49,pack,1.0,1.0,0.0005002501250625311,0
week_16_page_2,Cuban Black Beans,,,1.0,,,0
week_16_page_2,Bone-In Pork Chops,,,1.0,,,0
week_16_page_2,10-Pack Mini Cookies,,pack,1.0,,,0
week_16_page_2,5-pack cookie sandwiches,,pack,1.0,,,0
week_16_page_2,Coconut Water,,,1.0,,,0
week_16_page_2,Organic strawberries,,,1.0,,,1
week_16_page_2,Whole Ribeyes & Strips,,,1.0,,,0
week_16_page_2,Chante Garlic & Herb Dip,,,1.0,,,0
week_16_page_2,Organic strawberries,,,1.0,,,1
week_16_page_2,Kale Lemonade,,,1.0,1.0,,1
week_16_page_2,Organic Baguette,0.98,,1.0,,,1
week_16_page_2,24 Month Parmigiano Reggiano DOP,,,1.0,,,0
week_16_page_3,New York Strips,,,1.0,,,0
week_16_page_3,Bread Crumbs,1.99,,1.0,199.3,,0
week_16_page_3,Nutritional Bars,,,1.0,,,0
week_16_page_3,Bread Crumbs,,,1.0,,,0
week_16_page_3,"Sport Plan-Based Protein, Raw Fit, & Raw Meal",,,1.0,,,0
week_16_page_3,Organic Canned Pumpkin,,,1.0,,,1
week_16_page_3,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_16_page_3,Bone-In Pork Chops,,,1.0,,,0
week_16_page_3,Southern Peaches,,,1.0,,,0
week_16_page_3,Organic Soy Non-Dairy Beverage,,,1.0,,,0
week_16_page_3,Liquid Laundry Detergent,,,1.0,,,0
week_16_page_3,Chocolate,,,1.0,,,0
week_16_page_3,Organic Deluxe Trail Mix & Antioxidant Trail Mix,9.99,,2.0,0.49,,1
week_16_page_3,Organic strawberries,,,1.0,,,1
week_16_page_3,Yogurt,,,1.0,,,0
week_16_page_3,Individual Cinnamon Rolls,,,1.0,,,0
week_16_page_3,2-Pack Cups,23.0,,2.0,0.29,0.012608695652173912,0
week_16_page_3,Organic strawberries,,,1.0,,,1
week_16_page_3,24 Month Parmigiano Reggiano DOP,,,1.0,,,0
week_16_page_4,Organic Red & Green Seedless Grapes,0.5,,2.0,1.99,0.08291666666666668,1
week_16_page_4,Ground Sirloin or Round,,,1.0,,,0
week_16_page_4,"Organic Green, Red, & Lacinato Kale",,,2.0,0.5,,1
week_16_page_4,Organic strawberries,,,1.0,,,1
week_16_page_4,Organic strawberries,,,1.0,,,1
week_16_page_4,Organic strawberries,,,1.0,,,1
week_16_page_4,Heirloom Pumpkins,6.99,,1.0,,,1
week_16_page_4,Thick Cut Bacon,,,2.0,10.62,,0
week_16_page_4,Bacon,,below of sitesnet wt 12 oz,1.0,,,0
week_16_page_4,Carving Pumpkins,,,3.0,10.41,,0
week_16_page_4,Ground Round,4.99,,1.0,2.5,0.00501002004008016,0
week_16_page_4,Sirloin Tip Roast,,,1.0,2.0,,0
week_16_page_4,"Pinot Grigio, Rose, or Sparkling Wine",,,1.0,,,0
week_16_page_4,Oven Roasted & Applewood Smoked Turkey Breast,,,1.0,,,0
week_17_page_1,Non-Dairy Ice Cream,,,1.0,,0.25,0
week_17_page_1,Ground Round,,,1.0,,,0
week_17_page_1,Organic strawberries,,,1.0,,,1
week_17_page_1,Wensleydale with Blueberries,,,1.0,,,0
week_17_page_2,Flour,,,1.0,,,0
week_17_page_2,Free Range Large Brown Eggs,,,1.0,,,0
week_17_page_2,Non-Dairy Ice Cream,,found in our bodies can,1.0,,0.4,0
week_17_page_2,Organic Frozen Thin Crust Pizzas,4.99,,1.0,1.0,0.002004008016032064,1
week_17_page_2,Organic Dark Maple Syrup Squeeze Bottle,128547.99,,1.0,1.0,,1
week_17_page_2,Organic Seasonal Ciders,,,1.0,,,1
week_17_page_2,Organic Pumpkin Spiced Cider,,,1.0,,,1
week_17_page_2,Organic strawberries,,,1.0,,,1
week_17_page_2,4 lb. Bag of Organic Navel Oranges or 4 lb. Bag of Organic Lemons,,,1.0,,0.25,1
week_17_page_2,Asparagus with Parmesan Vinaigrette,,,1.0,,0.05,0
week_17_page_2,Brand wide sale,,,1.0,,,1
week_17_page_2,Cheese Shreds & Slices,3.99,,1.0,1.0,,0
week_17_page_2,Fresh Mozzarella,,,1.0,,,0
week_17_page_2,Omega 3,,,1.0,,,0
week_17_page_2,Laundry Detergent,,,1.0,,,0
week_17_page_2,Vegan Mock Chicken Salad,,,1.0,,,0
week_17_page_2,Frozen Fries,,,1.0,,,0
week_17_page_2,Omega 3,,net wt 3 oz,1.0,,,0
week_17_page_2,Bone-In Pork Chops,,,1.0,,,1
week_17_page_2,Alkaline Water+ Electrolytes,,,1.0,,,0
week_17_page_2,"Organic Garnet, Jewell, &  Covington Sweet Potatoe",,,1.0,,,0
week_17_page_3,New York Strips,,,1.0,,,0
week_17_page_3,Nutritional Bars,,,1.0,,,0
week_17_page_3,Halloween Cupcakes,25.0,,2.0,0.99,,0
week_17_page_3,Organic Wines,13.0,,1.0,3.0,2.309468822170901,1
week_17_page_3,Organic Red & Green Seedless Grapes,,,1.0,,,1
week_17_page_3,Chai Spiced Smoothie,,,1.0,1.0,,1
week_17_page_3,5-pack cookie sandwiches,3.99,,1.0,1.99,,1
week_17_page_3,Whole Chicken,,,1.0,,,0
week_17_page_3,Loaf Bread,5.79,,1.0,0.5,,1
week_17_page_3,"Sweet Potato, Quinoa, & Kale",21.0,,1.0,1.0,0.2004008016032064,1
week_17_page_3,2-Pack Cups,25.0,,2.0,0.79,,0
week_17_page_3,Organic Sweet Vidalia,,,1.0,,,0
week_17_page_3,Almond Butter,,,1.0,,,0
week_17_page_3,Made-In-House Chicken Kabobs,,,1.0,,,0
week_17_page_3,Noodle & Rice Bowls,2.1,,2.0,65118.48,,0
week_17_page_3,Frozen Foods,,,1.0,,,0
week_17_page_3,Frozen Foods,,,1.0,,,0
week_17_page_4,Ground Sirloin or Round,1.0,,2.0,0.79,,1
week_17_page_4,5 lb. Bag Organic Russet Potatoes,,5 lb. bag,2.0,2.5,,1
week_17_page_4,8 OZ. KALE CAESAR SALAD FROM THE DELI,,,1.0,,,0
week_17_page_4,"Organic Bartlett, Bosc, & Red Pears",2.49,,1984.0,0.0,1.0121129680010364e-06,1
week_17_page_4,Organic Tea,,,1.0,,,1
week_17_page_4,Organic strawberries,,,1.0,,,1
week_17_page_4,Yellowfin Tuna Steaks,,,1.0,,,0
week_17_page_4,Yellow Bell Peppers,24.0,,2.0,0.5,,0
week_17_page_4,Holiday Grapes,2.99,,1.0,1.0,,0
week_17_page_4,Ground Sirloin or Round,25.0,half pint,2.0,2.49,,0
week_17_page_4,Organic Red & Green Seedless Grapes,,,1.0,,,0
week_17_page_4,Morning Rounds,,,1.0,,,0
week_17_page_4,Sliced Lunch Meats,,,1.0,1.0,,0
week_17_page_4,Key West Pink Shrimp,9.99,,1.0,5.0,0.005005005005005005,0
week_17_page_4,House-Made Roast Beef Baguette,,,1.0,,,0
week_17_page_4,House-Made Pork Sausage,2.99,,2.0,1.49,,0
week_17_page_4,Ground Sirloin or Round,26.0,,2.0,0.99,,0
week_18_page_1,Deli case meal deals,,,1.0,,,0
week_18_page_1,Organic Frozen Fruit,,,1.0,,0.25,1
week_18_page_1,High HO Alkanized Ionized Water,,can,1.0,,,0
week_18_page_1,5-Pack Non-GMO Corn,,,1.0,,,0
week_18_page_1,Le petite Fromage,,,1.0,,,0
week_18_page_1,Ground Sirloin or Round,4.98,half pint,1.0,1.0,0.0025062656641604013,0
week_18_page_1,Made-In-House Chicken Kabobs,,,1.0,,,0
week_18_page_1,Vegan Mock Chicken Salad,,,1.0,,,0
week_18_page_2,Flour,,,1.0,,,0
week_18_page_2,Free Range Large Brown Eggs,,,1.0,,,0
week_18_page_2,Laundry Detergent,12.99,,1.0,321919.47,,1
week_18_page_2,Laundry Detergent,,laundry detergent@to100 fl oz,1.0,,,0
week_18_page_2,Peanut Butter,5.99,,1.0,1.0,,1
week_18_page_2,Vegetable Juices,,,1.0,1.0,,0
week_18_page_2,Peanut Butter,,,1.0,,,0
week_18_page_2,Organic strawberries,,,1.0,,,1
week_18_page_2,Juice,,,1.0,,,1
week_18_page_2,Chocolate Snacking Candy,27.0,,2.0,1.49,,0
week_18_page_2,"Pinot Grigio, Rose, or Sparkling Wine",5.99,net wt 7.2 oz,1.0,449.5,,0
week_18_page_2,Organic Deluxe Mac & Cheese,2.99,,1.0,3698.01,,1
week_18_page_2,Mixed Fruit Tub,34.0,,3.0,0.46,,0
week_18_page_2,Organic Cheese Slices,,,1.0,,,1
week_18_page_2,Free Range Large Brown Eggs,,,1.0,,,0
week_18_page_2,Frozen Mini Quiches,4.0,,1.0,399.5,,0
week_18_page_2,Free Range Large Brown Eggs,,,1.0,0.5,,1
week_18_page_2,Fresh Mozzarella,,,1.0,,,0
week_18_page_2,4-pack croissants,,,1.0,,,0
week_18_page_2,Sharp Cheddar Cheese,,,1.0,,,0
week_18_page_2,Gluten-Free Bread,4.49,,1.0,,,0
week_18_page_2,Chocolate,,made witatwt 2.40 oz,1.0,,,0
week_18_page_2,Nutritional Bars,10.1,,10.0,0.25,,1
week_18_page_2,Organic strawberries,,,1.0,,,1
week_18_page_2,Free Range Large Brown Eggs,,,1.0,,,0
week_18_page_2,Free Range Large Brown Eggs,,,1.0,,,0
week_18_page_2,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_18_page_2,1/4 Inch Sheet Cake,,,1.0,,,0
week_18_page_3,5-pack cookies,4.99,,1.0,1.0,,0
week_18_page_3,Coffee,,,1.0,,,0
week_18_page_3,Nutritional Bars,,,1.0,,,0
week_18_page_3,Wine,,,1.0,,,0
week_18_page_3,Brand wide sale,,,1.0,,1.0,0
week_18_page_3,4 lb. Bag of Organic Navel Oranges or 4 lb. Bag of Organic Lemons,2.0,net,1.0,21.0,1.0300429184549356,1
week_18_page_3,Whole Chicken,,,1.0,,,0
week_18_page_3,Organic strawberries,5.49,,1.0,,,1
week_18_page_3,Fresh Mozzarella,,,1.0,,,0
week_18_page_3,Fresh Mozzarella,,,1.0,,,0
week_18_page_3,4-Pack Pumpkin Bars,6.99,,1.0,2.0,,0
week_18_page_3,4-pack croissants,4.99,,1.0,2.0,0.004008016032064128,0
week_18_page_3,Grilled Chicken Caesar Salad,3.99,,2.0,,,0
week_18_page_3,Italian Tomato 7 Caper Orzo,,,1.0,,,0
week_18_page_3,Oven Roasted & Applewood Smoked Turkey Breast,,,1.0,,,0
week_18_page_3,Oven Roasted Turkey,9.99,,1.0,2.0,,0
week_18_page_3,Red Sunset Juice,,,1.0,1.0,,0
week_18_page_3,Made-In-House Chicken Kabobs,,,1.0,,,0
week_18_page_3,Chante Garlic & Herb Dip,,garlic caesar2 oz,1.0,,,0
week_18_page_3,Kid's Wheat & White Loaf Bread,,,1.0,,,0
week_18_page_3,Organic strawberries,,,1.0,,,1
week_18_page_3,Oven Roasted Turkey Breast,,,1.0,,,0
week_18_page_3,1/4 Inch Sheet Cake,,,1.0,,,0
week_18_page_4,Bone-In Pork Chops,,,1.0,,,0
week_18_page_4,Ground Sirloin or Round,,,1.0,,,0
week_18_page_4,All Eye Relief Formulas,,,1.0,,0.25,0
week_18_page_4,Salsa and Guacamole,,,1.0,,,0
week_18_page_4,Natural Hamburger & Hot Dog Buns,,,1.0,,,0
week_18_page_4,Mini Orchid,,,1.0,,,0
week_18_page_4,Sliced Lunch Meats,,,1.0,1.0,,0
week_18_page_4,Brie,,,1.0,,,0
week_18_page_4,Organic strawberries,,,1.0,,0.2,1
week_18_page_4,"Boneless, Skinless Chicken Thighs",32.99,,1.0,2.0,,0
week_18_page_4,Boneless Pork Chops,5.99,,1.0,1.5,0.0025041736227045075,0
week_18_page_4,Gluten Free Donuts,,,1.0,,,0
week_18_page_4,FULL RACK OF BABY BACK RIBS,,,1.0,,,0
week_18_page_4,Maryland Crab Cakes,4.1,,4.0,1.49,,0
week_18_page_4,Organic Squash,16.91,,1.0,0.5,0.00029568302779420464,1
week_18_page_4,Organic strawberries,,,1.0,,,1
week_18_page_4,Organic Grape Tomatoes,27.0,1 pint,2.0,0.49,,1
week_18_page_4,Organic Red & Green Seedless Grapes,1.0,,1.0,1.0,,1
week_18_page_4,2 lb. Bag Organic Lemons,4.99,2 lb. bag,1.0,2.0,0.004008016032064128,1
week_18_page_4,Clementines,5.99,3 lb. bag,1.0,1.5,,0
week_18_page_4,1/4 Inch Sheet Cake,,,1.0,,,0
week_19_page_1,Blackened Chicken Salad,5.5,,1.0,3.99,,0
week_19_page_1,Unsweetened Almond Milk,6.3,almondmilk48 fl oz,1.0,1.0,,0
week_19_page_1,Organic strawberries,24.0,can,12.0,,,1
week_19_page_1,5-Pack Non-GMO Corn,,,1.0,,,0
week_19_page_1,Scottish Salmon,10010.99,,1.0,4.0,,0
week_19_page_1,Yellowfin Tuna Steaks,,,1.0,,,0
week_19_page_1,Organic strawberries,,,1.0,,,1
week_19_page_1,Fresh Mozzarella,,,1.0,,,0
week_19_page_1,Hass Avocados,45.0,,4.0,0.25,,0
week_19_page_1,Filet Mignon,5.0,,3.99,,,0
week_19_page_1,Maine Lobster Tails,5.0,,1.0,4.99,,0
week_19_page_1,Le petite Fromage,,,1.0,,,0
week_19_page_1,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_19_page_1,Ground Sirloin or Round,,,1.0,,,1
week_19_page_2,Free Range Large Brown Eggs,,,1.0,,,0
week_19_page_2,Flour,,,1.0,,,0
week_19_page_2,4 lb. Bag of Organic Navel Oranges or 4 lb. Bag of Organic Lemons,9.82,,1.0,1.0,0.006711409395973154,1
week_19_page_2,Organic Raw Whole Cashews,12.99,,1.0,2.0,,1
week_19_page_2,Organic Mediterranean Blend Extra Virgin Olive Oil,,,1.0,,,0
week_19_page_2,Organic strawberries,,,1.0,,,1
week_19_page_2,Non-Dairy Ice Cream,,,1.0,,,0
week_19_page_2,Gelato,,,1.0,,,0
week_19_page_2,Coconut Water,,,1.0,,,0
week_19_page_2,Large 16 Pizza,,net wt 16 oz,1.0,,,0
week_19_page_2,Whole Chicken,,,1.0,,,0
week_19_page_2,Organic Coconut Oil,,,2.9819999999999998,,,1
week_19_page_2,Organic Soups,25.0,,1.382,,,1
week_19_page_2,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_19_page_2,Organic Whole Milk Plain Yougurt,3.99,,1.0,1.3,,1
week_19_page_2,Coconut Oil Potato Chips,,,1.0,,,0
week_19_page_2,Crackers,,carefully select their ingredients to create greattasting products that can,2.0,1.31,,0
week_19_page_2,Organic Mediterranean Blend Extra Virgin Olive Oil,,net wt 8.5 oz,1.0,,,0
week_19_page_2,10-Pack Mini Cookies,,,1.0,,,0
week_19_page_2,Spring Vegetable Salad,,,1.0,,,0
week_19_page_2,Low Fat Kefir,,,1.0,,,0
week_19_page_2,Frozen Vegetables,25.0,,2.0,0.39,,0
week_19_page_2,Ground Sirloin or Round,,,1.0,,,0
week_19_page_2,Family Pasta Meals,,,1.0,,,0
week_19_page_2,FULL RACK OF BABY BACK RIBS,,,1.0,,,0
week_19_page_2,Soups,,,1.0,,,1
week_19_page_3,Whole Ribeyes & Strips,,daily serving,1.0,,10.2,0
week_19_page_3,New York Strips,,,1.0,,,0
week_19_page_3,Ester-C Supplements,,,1.0,,0.2,0
week_19_page_3,Nutritional Bars,,,1.0,,,0
week_19_page_3,Toothpaste,,testing on animals.net wt 55 oz,1.0,,0.2,0
week_19_page_3,FULL RACK OF BABY BACK RIBS,,,1.0,,,0
week_19_page_3,Malbec,,,1.0,,,0
week_19_page_3,Vintage 1833 Sharp English Cheddar,,,1.0,6.0,,0
week_19_page_3,Organic strawberries,,,1.0,,,1
week_19_page_3,Organic Red & Green Seedless Grapes,12.99,,11.0,,,0
week_19_page_3,Salsa and Guacamole,,,1.0,,,0
week_19_page_3,Clothbound Cheddar,,,1.0,,,0
week_19_page_3,Organic strawberries,,,1.0,,,1
week_19_page_3,10-Pack Mini Cookies,9843.49,,1.0,1.0,1.0158998485293327e-06,1
week_19_page_3,Organic Red & Green Seedless Grapes,3.99,,2.0,2.5,,1
week_19_page_3,Cake Slices,,,2.0,1.29,,0
week_19_page_3,Fresh Mozzarella,,,1.0,,,0
week_19_page_3,Made-In-House Chicken Kabobs,,,1.0,,,0
week_19_page_3,Ground Sirloin or Round,,,1.0,1.0,,1
week_19_page_3,Made-In-House Chicken Kabobs,,,1.0,,,0
week_19_page_3,Rosemary Roasted Garlic Green Beans,4.49,,1.0,4.5,0.01002227171492205,0
week_19_page_3,Organic strawberries,,,1.0,,,1
week_19_page_3,Seasoned Half Chickens,,,1.0,,,0
week_19_page_4,Bone-In Pork Chops,,,1.0,,,0
week_19_page_4,Ground Sirloin or Round,,,1.0,,,0
week_19_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_19_page_4,Organic Broccoli,2.99,,1.0,1.0,0.0033444816053511705,1
week_19_page_4,2 lb. Bag Organic Lemons,,2 lb. bag,1.0,5.99,,1
week_19_page_4,Organic strawberries,,,1984.0,0.0,,1
week_19_page_4,Organic Tea,19842.49,,1.0,,,1
week_19_page_4,Organic strawberries,,,1.0,,,1
week_19_page_4,Honeycrisp Apples,29.91,,1.0,,,1
week_19_page_4,Mangos,55.0,,5.0,0.5,,0
week_19_page_4,Holiday Grapes,,,1.301,2.07,,0
week_19_page_4,Fresh Mozzarella,,,1.0,,,0
week_19_page_4,Deviled Crabs,23.0,,2.0,0.49,,0
week_19_page_4,Alaska Cod Cakes,4.1,,4.0,1.49,,0
week_19_page_4,Smoked Salmon,6.99,,1.0,2.0,0.002861230329041488,0
week_19_page_4,Key West Pink Shrimp,,,2.0,6.0,,0
week_19_page_4,Ground Sirloin or Round,49.91,,1.0,,,0
week_19_page_4,"Boneless, Skinless Chicken Breast",3.99,,1.0,2.0,0.005012531328320803,0
week_19_page_4,Fresh Mozzarella,,,1.0,,,0
week_1_page_1,4 lb. Bag of Organic Navel Oranges or 4 lb. Bag of Organic Lemons,3.5,1 pint,1.0,2.0,0.0025031289111389237,1
week_1_page_1,Hass Avocados,,,1.0,45.14,,0
week_1_page_1,Le petite Fromage,,,1.0,,,0
week_1_page_1,Sockeye Salmon Fillets,149.91,,1.0,2.0,0.00013341338136215063,0
week_1_page_1,Fresh Mozzarella,,,1.0,,,0
week_1_page_1,Whole Chicken,,,1.0,1.3,0.5,0
week_1_page_1,Organic strawberries,,,1.0,,,1
week_1_page_1,Free Range Large Brown Eggs,,,1.0,,,0
week_1_page_1,Fresh Mozzarella,,,1.0,,,0
week_1_page_1,Mexican Street Corn,,can,1.0,,,0
week_1_page_1,5-Pack Non-GMO Corn,,,1.0,,,0
week_1_page_1,Ground Sirloin or Round,4.0,,1.0,3.0,0.5042918454935622,0
week_1_page_1,Crab Stuffed Mushrooms,,,1.0,,,0
week_1_page_2,Sauvignon Blanc,149.99,,1.0,1.0,,1
week_1_page_2,Ground Sirloin or Round,10.99,4 pack,1.0,11.0,0.010005459508644222,0
week_1_page_2,"Chardonnay, Cabernet, or Sauvignon Blanc",,,1.0,,,0
week_1_page_2,Brand wide sale,,one of the first craft breweries to package,1.0,,1.1,0
week_1_page_2,2-Pack Cups,,pack it,1.0,,,0
week_1_page_2,Organic strawberries,3.98,,1.0,2.0,,1
week_1_page_2,Pre-Sliced Snack Packs,1.99,,10050.0,,,0
week_1_page_2,Corn,,,1.0,,,0
week_1_page_2,Morning Rounds,3.99,,1.0,0.5,0.0012531328320802006,0
week_1_page_2,Gluten-Free Bread,,,1.0,,,0
week_1_page_2,Tortilla Chips,,,1.0,,,0
week_1_page_2,Morning Rounds,,,1.0,,,0
week_1_page_2,10-Pack Mini Cookies,3.99,,1.0,0.5,,0
week_1_page_2,Fresh Mozzarella,,,1.0,,,0
week_1_page_2,Hamburger & Hot Dog Buns,3.99,,1.0,0.5,0.0012531328320802006,0
week_1_page_2,Organic Zesty Carrot Juice,,,1.0,,,1
week_1_page_2,Bone-In Pork Chops,3.99,,1.0,1.0,0.0025062656641604013,0
week_1_page_2,New York Strips,,,1.0,,,0
week_1_page_2,Edamame Dumpling Salad,6.99,,1.0,2.0,0.002861230329041488,0
week_1_page_3,Wensleydale with Blueberries,,,1.0,,,0
week_1_page_3,Lemonade,,,1.0,2504.96,,0
week_1_page_3,Organic Coffee K-Cups,,,1.0,2.0,1.00100599,1
week_1_page_3,Whole & Quartered Canned Artichoke Hearts,2.49,,1.0,0.5,0.002008032128514056,0
week_1_page_3,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_1_page_3,Spring & Distilled Water,0.99,1 gallon,1.0,,,0
week_1_page_3,Whole & Quartered Canned Artichoke Hearts,,,1.0,,,0
week_1_page_3,Brand wide sale,,,1.0,,,0
week_1_page_3,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_1_page_3,Brand wide sale,,,1.0,,60.25,0
week_1_page_3,Bone-In Pork Chops,,,1.0,,,0
week_1_page_3,Organic Red & Green Seedless Grapes,,,1.0,10.0,,1
week_1_page_3,Protein Superfood,,net wt: 122 oz,1.0,,,0
week_1_page_3,Chocolate,,peanut butter2organicwe wt15.1 oz,1.0,,,0
week_1_page_3,Cereal,,organicrss serving,1.0,,,0
week_1_page_3,Energy Seed Salad,,,1.0,,,0
week_1_page_3,Condiments,,,1.0,,0.2,0
week_1_page_3,Organic Cereal,,,1.0,2.72,,1
week_1_page_3,Energy Seed Salad,24.0,,2.0,0.99,,0
week_1_page_3,Bone-In Pork Chops,,,1.0,,,0
week_1_page_3,Zero Calorie Soda,,,1.0,,,0
week_1_page_3,Frozen Fries,,,1.0,,,0
week_1_page_3,Nutritional Bars,10.1,,10.0,0.79,0.0007821782178217822,0
week_1_page_3,Whole Ribeyes & Strips,,,2.0,0.49,,0
week_1_page_3,Non-Dairy Ice Cream,4.99,,1.0,1.0,0.002004008016032064,0
